"","Source","Station","Date","Time","SampleDepth","SampleId","ParameterType","ParameterName","Value","Qualifier","Problem","Description"
"378","JRA","JRA.J21","06/25/2020","12:17 PM",0.3,1,"WaterQuality","AT.2","23.4",NA,NA,"Air Temp (deg C)"
"379","JRA","JRA.J21","06/25/2020","12:17 PM",0.3,1,"WaterQuality","CO.4","150",NA,NA,"Conductivity (uS/cm)"
"380","JRA","JRA.J21","06/25/2020","12:17 PM",0.3,1,"WaterQuality","ECOLI.4","152.9",NA,NA,"Colilert (CFU/100mL)"
"381","JRA","JRA.J21","06/25/2020","12:17 PM",0.3,1,"WaterQuality","WC.6","14",NA,"F","Turbidity (NTU)"
"382","JRA","JRA.J21","06/25/2020","12:17 PM",0.3,1,"WaterQuality","WT.2","23.7",NA,NA,"Water Temp (deg C)"
"383","JRA","JRA.J21","06/25/2020","12:17 PM",0.3,NA,"Comments","COMMENTS","Turbidity Calibration Standard Issue; Water is high and brown, sunny. Turbidity meter overrange at 9.44.",NA,NA,"Comments (open text)"
"384","JRA","JRA.P05","05/21/2020","03:55 PM",0.3,1,"WaterQuality","AT.2","20.5",NA,NA,"Air Temp (deg C)"
"385","JRA","JRA.P05","05/21/2020","03:55 PM",0.3,1,"WaterQuality","CO.4","250",NA,NA,"Conductivity (uS/cm)"
"386","JRA","JRA.P05","05/21/2020","03:55 PM",0.3,1,"WaterQuality","ENT.1","150",NA,NA,"Enterolert (CFU/100mL)"
"387","JRA","JRA.P05","05/21/2020","03:55 PM",0.3,1,"WaterQuality","","0",NA,NA,"Salinity (ppt)"
"388","JRA","JRA.P05","05/21/2020","03:55 PM",0.3,1,"WaterQuality","WC.6","6.3",NA,NA,"Turbidity (NTU)"
"389","JRA","JRA.P05","05/21/2020","03:55 PM",0.3,1,"WaterQuality","WT.2","17.4",NA,NA,"Water Temp (deg C)"
"390","JRA","JRA.P05","05/21/2020","03:55 PM",0.3,NA,"Comments","COMMENTS","Recent rainy and high tides, salinity was 0 ppt.",NA,NA,"Comments (open text)"
"391","JRA","JRA.J10","07/02/2020","10:55 AM",0.3,1,"WaterQuality","AT.2","28.3",NA,NA,"Air Temp (deg C)"
"392","JRA","JRA.J10","07/02/2020","10:55 AM",0.3,1,"WaterQuality","CO.4","170",NA,NA,"Conductivity (uS/cm)"
"393","JRA","JRA.J10","07/02/2020","10:55 AM",0.3,1,"WaterQuality","ECOLI.4","143.9",NA,NA,"Colilert (CFU/100mL)"
"394","JRA","JRA.J10","07/02/2020","10:55 AM",0.3,1,"WaterQuality","WC.6","4.12",NA,"F","Turbidity (NTU)"
"395","JRA","JRA.J10","07/02/2020","10:55 AM",0.3,1,"WaterQuality","WT.2","26.6",NA,NA,"Water Temp (deg C)"
"396","JRA","JRA.J10","07/02/2020","10:55 AM",0.3,NA,"Comments","COMMENTS","Turbidity Calibration Standard Issue; 2 kayakers launched, waited 5 minutes before sampling. Lo tide. No birds. Clear  sky.",NA,NA,"Comments (open text)"
"397","JRA","JRA.C05","06/25/2020","07:39 AM",0.3,1,"WaterQuality","AT.2","26.2",NA,NA,"Air Temp (deg C)"
"398","JRA","JRA.C05","06/25/2020","07:39 AM",0.3,1,"WaterQuality","CO.4","130",NA,NA,"Conductivity (uS/cm)"
"399","JRA","JRA.C05","06/25/2020","07:39 AM",0.3,2,"WaterQuality","ECOLI.4","133.4",NA,NA,"Colilert (CFU/100mL)"
"400","JRA","JRA.C05","06/25/2020","07:39 AM",0.3,1,"WaterQuality","ECOLI.4","140.1",NA,NA,"Colilert (CFU/100mL)"
"401","JRA","JRA.C05","06/25/2020","07:39 AM",0.3,1,"WaterQuality","WC.6","12.8",NA,NA,"Turbidity (NTU)"
"402","JRA","JRA.C05","06/25/2020","07:39 AM",0.3,1,"WaterQuality","WT.2","24.8",NA,NA,"Water Temp (deg C)"
"403","JRA","JRA.C05","06/25/2020","07:39 AM",0.3,NA,"Comments","COMMENTS","Water level was up and flowing well. Overcast conditions but no rainfall during sampling. Turbidity meter overrange at 9.59.",NA,NA,"Comments (open text)"
"404","JRA","JRA.C05","07/23/2020","02:17 PM",0.3,1,"WaterQuality","AT.2","31.9",NA,NA,"Air Temp (deg C)"
"405","JRA","JRA.C05","07/23/2020","02:17 PM",0.3,1,"WaterQuality","CO.4","150",NA,NA,"Conductivity (uS/cm)"
"406","JRA","JRA.C05","07/23/2020","02:17 PM",0.3,1,"WaterQuality","ECOLI.4","139.6",NA,NA,"Colilert (CFU/100mL)"
"407","JRA","JRA.C05","07/23/2020","02:17 PM",0.3,1,"WaterQuality","WC.6","15",NA,NA,"Turbidity (NTU)"
"408","JRA","JRA.C05","07/23/2020","02:17 PM",0.3,1,"WaterQuality","WT.2","30.6",NA,NA,"Water Temp (deg C)"
"409","JRA","JRA.C05","07/23/2020","02:17 PM",0.3,NA,"Comments","COMMENTS","Quiet. Low, calm, slow-moving water. One hiker. Abundant greenery, insect calls, and birdsong. Waterbug activity and ~20 small minnows in the shallows. Light foam on parts of the water.",NA,NA,"Comments (open text)"
"410","JRA","JRA.J08","05/28/2020","08:23 AM",0.3,1,"WaterQuality","AT.2","24.1",NA,NA,"Air Temp (deg C)"
"411","JRA","JRA.J08","05/28/2020","08:23 AM",0.3,1,"WaterQuality","CO.4","130",NA,NA,"Conductivity (uS/cm)"
"412","JRA","JRA.J08","05/28/2020","08:23 AM",0.3,1,"WaterQuality","ECOLI.4","135.4",NA,NA,"Colilert (CFU/100mL)"
"413","JRA","JRA.J08","05/28/2020","08:23 AM",0.3,1,"WaterQuality","WC.6","14.9",NA,NA,"Turbidity (NTU)"
"414","JRA","JRA.J08","05/28/2020","08:23 AM",0.3,1,"WaterQuality","WT.2","20.4",NA,NA,"Water Temp (deg C)"
"415","JRA","JRA.J08","05/28/2020","08:23 AM",0.3,NA,"Comments","COMMENTS","Moved downstream 1 pier to avoid geese.",NA,NA,"Comments (open text)"
"416","JRA","JRA.J29","06/18/2020","10:20 AM",0.3,1,"WaterQuality","AT.2","21",NA,NA,"Air Temp (deg C)"
"417","JRA","JRA.J29","06/18/2020","10:20 AM",0.3,1,"WaterQuality","CO.4","180",NA,NA,"Conductivity (uS/cm)"
"418","JRA","JRA.J29","06/18/2020","10:20 AM",0.3,1,"WaterQuality","ECOLI.1","134",NA,NA,"Coliscan CFU/100mL)"
"419","JRA","JRA.J29","06/18/2020","10:20 AM",0.3,1,"WaterQuality","WC.6","5.98",NA,NA,"Turbidity (NTU)"
"420","JRA","JRA.J29","06/18/2020","10:20 AM",0.3,1,"WaterQuality","WT.2","20.6",NA,NA,"Water Temp (deg C)"
"421","JRA","JRA.J29","06/18/2020","10:20 AM",0.3,NA,"Comments","COMMENTS","Ramp partially covered.  Fast flow.  Clearish water, mildly muddy.",NA,NA,"Comments (open text)"
"422","JRA","JRA.J30","08/20/2020","11:55 AM",0.3,1,"WaterQuality","AT.2","25.7",NA,NA,"Air Temp (deg C)"
"423","JRA","JRA.J30","08/20/2020","11:55 AM",0.3,1,"WaterQuality","CO.4","120",NA,NA,"Conductivity (uS/cm)"
"424","JRA","JRA.J30","08/20/2020","11:55 AM",0.3,1,"WaterQuality","ECOLI.1","134",NA,NA,"Coliscan CFU/100mL)"
"425","JRA","JRA.J30","08/20/2020","11:55 AM",0.3,1,"WaterQuality","WC.6","11.2",NA,NA,"Turbidity (NTU)"
"426","JRA","JRA.J30","08/20/2020","11:55 AM",0.3,1,"WaterQuality","WT.2","24.5",NA,NA,"Water Temp (deg C)"
"427","JRA","JRA.J30","08/20/2020","11:55 AM",0.3,NA,"Comments","COMMENTS","Recent storms on Wed am at Scottsville (or West).  Bottom beyond ramp was covered with a layer of mud.",NA,NA,"Comments (open text)"
"428","JRA","JRA.J35","08/21/2020","05:57 PM",0.3,1,"WaterQuality","AT.2","27",NA,NA,"Air Temp (deg C)"
"429","JRA","JRA.J35","08/21/2020","05:57 PM",0.3,1,"WaterQuality","CO.4","280",NA,NA,"Conductivity (uS/cm)"
"430","JRA","JRA.J35","08/21/2020","05:57 PM",0.3,1,"WaterQuality","ECOLI.1","134",NA,NA,"Coliscan CFU/100mL)"
"431","JRA","JRA.J35","08/21/2020","05:57 PM",0.3,1,"WaterQuality","WC.6","3.24",NA,NA,"Turbidity (NTU)"
"432","JRA","JRA.J35","08/21/2020","05:57 PM",0.3,1,"WaterQuality","WT.2","26.1",NA,NA,"Water Temp (deg C)"
"433","JRA","JRA.J35","08/21/2020","05:57 PM",0.3,NA,"Comments","COMMENTS","Scattered rain showers all week.",NA,NA,"Comments (open text)"
"434","JRA","JRA.J35","06/25/2020","12:55 PM",0.3,1,"WaterQuality","AT.2","28.2",NA,NA,"Air Temp (deg C)"
"435","JRA","JRA.J35","06/25/2020","12:55 PM",0.3,1,"WaterQuality","CO.4","170",NA,NA,"Conductivity (uS/cm)"
"436","JRA","JRA.J35","06/25/2020","12:55 PM",0.3,2,"WaterQuality","ECOLI.1","100",NA,NA,"Coliscan CFU/100mL)"
"437","JRA","JRA.J35","06/25/2020","12:55 PM",0.3,1,"WaterQuality","ECOLI.1","133",NA,NA,"Coliscan CFU/100mL)"
"438","JRA","JRA.J35","06/25/2020","12:55 PM",0.3,1,"WaterQuality","WC.6","7.57",NA,"F","Turbidity (NTU)"
"439","JRA","JRA.J35","06/25/2020","12:55 PM",0.3,1,"WaterQuality","WT.2","21.5",NA,NA,"Water Temp (deg C)"
"440","JRA","JRA.J35","06/25/2020","12:55 PM",0.3,NA,"Comments","COMMENTS","Turbidity Calibration Standard Issue; Sunny, with light cloud cover",NA,NA,"Comments (open text)"
"441","JRA","JRA.A08","07/23/2020","10:25 AM",0.3,1,"WaterQuality","AT.2","25.5",NA,NA,"Air Temp (deg C)"
"442","JRA","JRA.A08","07/23/2020","10:25 AM",0.3,1,"WaterQuality","CO.4","110",NA,NA,"Conductivity (uS/cm)"
"443","JRA","JRA.A08","07/23/2020","10:25 AM",0.3,1,"WaterQuality","ECOLI.1","200",NA,NA,"Coliscan CFU/100mL)"
"444","JRA","JRA.A08","07/23/2020","10:25 AM",0.3,1,"WaterQuality","WT.2","25.5",NA,NA,"Water Temp (deg C)"
"445","JRA","JRA.A08","07/23/2020","10:25 AM",0.3,NA,"Comments","COMMENTS","Storm last night.   >1"" of rain. Turbidity meter not working.",NA,NA,"Comments (open text)"
"446","JRA","JRA.J35","07/02/2020","10:13 AM",0.3,1,"WaterQuality","AT.2","25.3",NA,NA,"Air Temp (deg C)"
"447","JRA","JRA.J35","07/02/2020","10:13 AM",0.3,1,"WaterQuality","CO.4","240",NA,NA,"Conductivity (uS/cm)"
"448","JRA","JRA.J35","07/02/2020","10:13 AM",0.3,1,"WaterQuality","ECOLI.1","133",NA,NA,"Coliscan CFU/100mL)"
"449","JRA","JRA.J35","07/02/2020","10:13 AM",0.3,1,"WaterQuality","WC.6","2.19",NA,"F","Turbidity (NTU)"
"450","JRA","JRA.J35","07/02/2020","10:13 AM",0.3,1,"WaterQuality","WT.2","25.4",NA,NA,"Water Temp (deg C)"
"451","JRA","JRA.J35","07/02/2020","10:13 AM",0.3,NA,"Comments","COMMENTS","Turbidity Calibration Standard Issue; Sunny, rain in area previous evening, campers entering river to kayak",NA,NA,"Comments (open text)"
"452","JRA","JRA.J20","05/28/2020","07:54 AM",0.3,1,"WaterQuality","AT.2","23",NA,NA,"Air Temp (deg C)"
"453","JRA","JRA.J20","05/28/2020","07:54 AM",0.3,1,"WaterQuality","CO.4","130",NA,NA,"Conductivity (uS/cm)"
"454","JRA","JRA.J20","05/28/2020","07:54 AM",0.3,1,"WaterQuality","ECOLI.4","129.6",NA,NA,"Colilert (CFU/100mL)"
"455","JRA","JRA.J20","05/28/2020","07:54 AM",0.3,1,"WaterQuality","WC.6","13.6",NA,NA,"Turbidity (NTU)"
"456","JRA","JRA.J20","05/28/2020","07:54 AM",0.3,1,"WaterQuality","WT.2","19.9",NA,NA,"Water Temp (deg C)"
"457","JRA","JRA.J20","05/28/2020","07:54 AM",0.3,NA,"Comments","COMMENTS","Light rain on the evening of 5/27. Currently light rain and geese nearby.",NA,NA,"Comments (open text)"
"458","JRA","JRA.J21","07/23/2020","10:15 AM",0.3,1,"WaterQuality","AT.2","27.9",NA,NA,"Air Temp (deg C)"
"459","JRA","JRA.J21","07/23/2020","10:15 AM",0.3,1,"WaterQuality","CO.4","230",NA,NA,"Conductivity (uS/cm)"
"460","JRA","JRA.J21","07/23/2020","10:15 AM",0.3,1,"WaterQuality","ECOLI.4","126.7",NA,NA,"Colilert (CFU/100mL)"
"461","JRA","JRA.J21","07/23/2020","10:15 AM",0.3,1,"WaterQuality","WC.6","1.77",NA,NA,"Turbidity (NTU)"
"462","JRA","JRA.J21","07/23/2020","10:15 AM",0.3,1,"WaterQuality","WT.2","29.9",NA,NA,"Water Temp (deg C)"
"463","JRA","JRA.J21","07/23/2020","10:15 AM",0.3,NA,"Comments","COMMENTS","Cloudy, humid, slow moving water",NA,NA,"Comments (open text)"
"464","JRA","JRA.J21","06/11/2020","10:05 AM",0.3,1,"WaterQuality","AT.2","24.8",NA,NA,"Air Temp (deg C)"
"465","JRA","JRA.J21","06/11/2020","10:05 AM",0.3,1,"WaterQuality","CO.4","170",NA,NA,"Conductivity (uS/cm)"
"466","JRA","JRA.J21","06/11/2020","10:05 AM",0.3,1,"WaterQuality","ECOLI.4","125.9",NA,NA,"Colilert (CFU/100mL)"
"467","JRA","JRA.J21","06/11/2020","10:05 AM",0.3,1,"WaterQuality","WC.6","2.27",NA,NA,"Turbidity (NTU)"
"468","JRA","JRA.J21","06/11/2020","10:05 AM",0.3,1,"WaterQuality","WT.2","25.3",NA,NA,"Water Temp (deg C)"
"469","JRA","JRA.J21","06/11/2020","10:05 AM",0.3,NA,"Comments","COMMENTS","Calm, relatively clear water; flow at USGS gage 02037500 was 5.32 ft; 2 kayakers put in about 10 minutes before sampling; no wildlife; cloudy and overcast; minimal rain previous evening (around 6-7 pm); muddy walking to sampling spot on concrete at creek/river confluence.",NA,NA,"Comments (open text)"
"470","JRA","JRA.J23","07/09/2020","11:50 AM",0.3,1,"WaterQuality","AT.2","28",NA,NA,"Air Temp (deg C)"
"471","JRA","JRA.J23","07/09/2020","11:50 AM",0.3,1,"WaterQuality","CO.4","190",NA,NA,"Conductivity (uS/cm)"
"472","JRA","JRA.J23","07/09/2020","11:50 AM",0.3,1,"WaterQuality","ECOLI.4","125.9",NA,NA,"Colilert (CFU/100mL)"
"473","JRA","JRA.J23","07/09/2020","11:50 AM",0.3,1,"WaterQuality","WC.6","1.71",NA,NA,"Turbidity (NTU)"
"474","JRA","JRA.J23","07/09/2020","11:50 AM",0.3,1,"WaterQuality","WT.2","30.5",NA,NA,"Water Temp (deg C)"
"475","JRA","JRA.J23","07/09/2020","11:50 AM",0.3,NA,"Comments","COMMENTS","Partly cloudy. Water shallow, running fast. Breezy.",NA,NA,"Comments (open text)"
"476","JRA","JRA.J24","05/28/2020","10:39 AM",0.3,1,"WaterQuality","AT.2","24.1",NA,NA,"Air Temp (deg C)"
"477","JRA","JRA.J24","05/28/2020","10:39 AM",0.3,1,"WaterQuality","CO.4","140",NA,NA,"Conductivity (uS/cm)"
"478","JRA","JRA.J24","05/28/2020","10:39 AM",0.3,1,"WaterQuality","ECOLI.4","125.9",NA,NA,"Colilert (CFU/100mL)"
"479","JRA","JRA.J24","05/28/2020","10:39 AM",0.3,1,"WaterQuality","WC.6","14.4",NA,NA,"Turbidity (NTU)"
"480","JRA","JRA.J24","05/28/2020","10:39 AM",0.3,1,"WaterQuality","WT.2","19.6",NA,NA,"Water Temp (deg C)"
"481","JRA","JRA.J24","05/28/2020","10:39 AM",0.3,NA,"Comments","COMMENTS","Thunder; on-and-off drizzle. Humid. Water moving fast, small flock of ducks. Barely peopled -- only 2 other people.",NA,NA,"Comments (open text)"
"482","JRA","JRA.J22","07/09/2020","12:26 PM",0.3,1,"WaterQuality","AT.2","28.8",NA,NA,"Air Temp (deg C)"
"483","JRA","JRA.J22","07/09/2020","12:26 PM",0.3,1,"WaterQuality","CO.4","190",NA,NA,"Conductivity (uS/cm)"
"484","JRA","JRA.J22","07/09/2020","12:26 PM",0.3,1,"WaterQuality","ECOLI.4","125.4",NA,NA,"Colilert (CFU/100mL)"
"485","JRA","JRA.J22","07/09/2020","12:26 PM",0.3,1,"WaterQuality","WC.6","1.26",NA,NA,"Turbidity (NTU)"
"486","JRA","JRA.J22","07/09/2020","12:26 PM",0.3,1,"WaterQuality","WT.2","30.3",NA,NA,"Water Temp (deg C)"
"487","JRA","JRA.J22","07/09/2020","12:26 PM",0.3,NA,"Comments","COMMENTS","Partly cloudy, breezy. Flat, river running. No people.",NA,NA,"Comments (open text)"
"488","JRA","JRA.J21","05/21/2020","12:25 PM",0.3,1,"WaterQuality","AT.2","19.8",NA,NA,"Air Temp (deg C)"
"489","JRA","JRA.J21","05/21/2020","12:25 PM",0.3,1,"WaterQuality","CO.4","200",NA,NA,"Conductivity (uS/cm)"
"490","JRA","JRA.J21","05/21/2020","12:25 PM",0.3,1,"WaterQuality","ECOLI.4","123",NA,NA,"Colilert (CFU/100mL)"
"491","JRA","JRA.J21","05/21/2020","12:25 PM",0.3,1,"WaterQuality","WC.6","7.62",NA,NA,"Turbidity (NTU)"
"492","JRA","JRA.J21","05/21/2020","12:25 PM",0.3,1,"WaterQuality","WT.2","17.4",NA,NA,"Water Temp (deg C)"
"493","JRA","JRA.J21","05/21/2020","12:25 PM",0.3,NA,"Comments","COMMENTS","Drizzly yesterday, and higher water than usual. Partly cloudy. Moderately peopled. A family of Canada geese with 3 adults and about 6 goslings were nearby.",NA,NA,"Comments (open text)"
"494","JRA","JRA.A01","09/03/2020","10:00 AM",0.3,1,"WaterQuality","AT.2","27.9",NA,NA,"Air Temp (deg C)"
"495","JRA","JRA.A01","09/03/2020","10:00 AM",0.3,1,"WaterQuality","CO.4","120",NA,NA,"Conductivity (uS/cm)"
"496","JRA","JRA.A01","09/03/2020","10:00 AM",0.3,1,"WaterQuality","ECOLI.4","113",NA,NA,"Colilert (CFU/100mL)"
"497","JRA","JRA.A01","09/03/2020","10:00 AM",0.3,1,"WaterQuality","WC.6","36.9",NA,NA,"Turbidity (NTU)"
"498","JRA","JRA.A01","09/03/2020","10:00 AM",0.3,1,"WaterQuality","WT.2","26.9",NA,NA,"Water Temp (deg C)"
"499","JRA","JRA.A01","09/03/2020","10:00 AM",0.3,NA,"Comments","COMMENTS","Tide appeared to be going out. A tugboat(?) did go by causing some waves and kicked up silt after the turbidity test and prior to the bacteria sample. Heavy rain on 9/1 (within 48hr) noted.",NA,NA,"Comments (open text)"
"500","JRA","JRA.J24","05/21/2020","10:29 AM",0.3,1,"WaterQuality","AT.2","17.5",NA,NA,"Air Temp (deg C)"
"501","JRA","JRA.J24","05/21/2020","10:29 AM",0.3,1,"WaterQuality","CO.4","190",NA,NA,"Conductivity (uS/cm)"
"502","JRA","JRA.J24","05/21/2020","10:29 AM",0.3,1,"WaterQuality","ECOLI.4","103",NA,NA,"Colilert (CFU/100mL)"
"503","JRA","JRA.J24","05/21/2020","10:29 AM",0.3,1,"WaterQuality","WC.6","4.52",NA,NA,"Turbidity (NTU)"
"504","JRA","JRA.J24","05/21/2020","10:29 AM",0.3,1,"WaterQuality","WT.2","17.4",NA,NA,"Water Temp (deg C)"
"505","JRA","JRA.J24","05/21/2020","10:29 AM",0.3,NA,"Comments","COMMENTS","Drizzly week, current gray skies. The area was sparsely peopled (only a couple of walkers).",NA,NA,"Comments (open text)"
"506","JRA","JRA.J23","05/28/2020","11:00 AM",0.3,1,"WaterQuality","AT.2","22.6",NA,NA,"Air Temp (deg C)"
"507","JRA","JRA.J23","05/28/2020","11:00 AM",0.3,1,"WaterQuality","CO.4","130",NA,NA,"Conductivity (uS/cm)"
"508","JRA","JRA.J23","05/28/2020","11:00 AM",0.3,1,"WaterQuality","ECOLI.4","101.7",NA,NA,"Colilert (CFU/100mL)"
"509","JRA","JRA.J23","05/28/2020","11:00 AM",0.3,1,"WaterQuality","WC.6","14.5",NA,NA,"Turbidity (NTU)"
"510","JRA","JRA.J23","05/28/2020","11:00 AM",0.3,1,"WaterQuality","WT.2","19.7",NA,NA,"Water Temp (deg C)"
"511","JRA","JRA.J23","05/28/2020","11:00 AM",0.3,NA,"Comments","COMMENTS","Thunder. A heavy deluge of rain hit right as sampling at this site began and continued on-and-off for the next hour or so. Sparsely peopled.",NA,NA,"Comments (open text)"
"512","JRA","JRA.A01","08/21/2020","10:37 PM",0.3,1,"WaterQuality","AT.2","27.4",NA,NA,"Air Temp (deg C)"
"513","JRA","JRA.A01","08/21/2020","10:37 PM",0.3,1,"WaterQuality","CO.4","0.9",NA,NA,"Conductivity (uS/cm)"
"514","JRA","JRA.A01","08/21/2020","10:37 PM",0.3,1,"WaterQuality","ECOLI.4","101",NA,NA,"Colilert (CFU/100mL)"
"515","JRA","JRA.A01","08/21/2020","10:37 PM",0.3,1,"WaterQuality","WC.6","47.7",NA,NA,"Turbidity (NTU)"
"516","JRA","JRA.A01","08/21/2020","10:37 PM",0.3,1,"WaterQuality","WT.2","25.9",NA,NA,"Water Temp (deg C)"
"517","JRA","JRA.A01","08/21/2020","10:37 PM",0.3,NA,"Comments","COMMENTS","Slight cloud cover; Water elevation at 1 to 2 foot above normal. Quite a bit of shoreline debris and waster material noted. Turbidity appears to be a bit high. Lab doubled checked my results",NA,NA,"Comments (open text)"
"518","JRA","JRA.A08","07/15/2020","11:00 AM",0.3,1,"WaterQuality","AT.2","27.2",NA,NA,"Air Temp (deg C)"
"519","JRA","JRA.A08","07/15/2020","11:00 AM",0.3,1,"WaterQuality","CO.4","40",NA,NA,"Conductivity (uS/cm)"
"520","JRA","JRA.A08","07/15/2020","11:00 AM",0.3,2,"WaterQuality","ECOLI.1","133",NA,NA,"Coliscan CFU/100mL)"
"521","JRA","JRA.A08","07/15/2020","11:00 AM",0.3,1,"WaterQuality","ECOLI.1","100",NA,NA,"Coliscan CFU/100mL)"
"522","JRA","JRA.A08","07/15/2020","11:00 AM",0.3,1,"WaterQuality","WT.2","25.1",NA,NA,"Water Temp (deg C)"
"523","JRA","JRA.A08","07/15/2020","11:00 AM",0.3,NA,"Comments","COMMENTS","Hot, partly sunny.  Water clear and very low.  Turbidity meter still inoperable.",NA,NA,"Comments (open text)"
"524","JRA","JRA.A08","07/09/2020","10:34 AM",0.3,1,"WaterQuality","AT.2","26.3",NA,NA,"Air Temp (deg C)"
"525","JRA","JRA.A08","07/09/2020","10:34 AM",0.3,1,"WaterQuality","CO.4","100",NA,NA,"Conductivity (uS/cm)"
"526","JRA","JRA.A08","07/09/2020","10:34 AM",0.3,1,"WaterQuality","ECOLI.1","167",NA,NA,"Coliscan CFU/100mL)"
"527","JRA","JRA.A08","07/09/2020","10:34 AM",0.3,1,"WaterQuality","WT.2","24.9",NA,NA,"Water Temp (deg C)"
"528","JRA","JRA.A08","07/09/2020","10:34 AM",0.3,NA,"Comments","COMMENTS","Hot dry and sunny.  Water low and clear.  Turbidity meter still not operational.",NA,NA,"Comments (open text)"
"529","JRA","JRA.J26","08/13/2020","12:35 PM",0.3,1,"WaterQuality","AT.2","30.1",NA,NA,"Air Temp (deg C)"
"530","JRA","JRA.J26","08/13/2020","12:35 PM",0.3,1,"WaterQuality","CO.4","240",NA,NA,"Conductivity (uS/cm)"
"531","JRA","JRA.J26","08/13/2020","12:35 PM",0.3,1,"WaterQuality","ECOLI.1","100",NA,NA,"Coliscan CFU/100mL)"
"532","JRA","JRA.J26","08/13/2020","12:35 PM",0.3,1,"WaterQuality","WC.6","3.84",NA,NA,"Turbidity (NTU)"
"533","JRA","JRA.J26","08/13/2020","12:35 PM",0.3,1,"WaterQuality","WT.2","29.5",NA,NA,"Water Temp (deg C)"
"534","JRA","JRA.J26","08/13/2020","12:35 PM",0.3,NA,"Comments","COMMENTS","Calm and cloudy. It rained the previous day and night.",NA,NA,"Comments (open text)"
"535","JRA","JRA.J30","09/03/2020","10:35 AM",0.3,1,"WaterQuality","AT.2","25.7",NA,NA,"Air Temp (deg C)"
"536","JRA","JRA.J30","09/03/2020","10:35 AM",0.3,1,"WaterQuality","CO.4","190",NA,NA,"Conductivity (uS/cm)"
"537","JRA","JRA.J30","09/03/2020","10:35 AM",0.3,1,"WaterQuality","ECOLI.1","100",NA,NA,"Coliscan CFU/100mL)"
"538","JRA","JRA.J30","09/03/2020","10:35 AM",0.3,1,"WaterQuality","WC.6","14.6",NA,NA,"Turbidity (NTU)"
"539","JRA","JRA.J30","09/03/2020","10:35 AM",0.3,1,"WaterQuality","WT.2","24.1",NA,NA,"Water Temp (deg C)"
"540","JRA","JRA.J30","09/03/2020","10:35 AM",0.3,NA,"Comments","COMMENTS","River water muddy.  Boatramp has 2-3"" soft mud from 2"" steady rain two days earlier.",NA,NA,"Comments (open text)"
"541","JRA","JRA.J35","07/23/2020","09:50 AM",0.3,1,"WaterQuality","AT.2","27.5",NA,NA,"Air Temp (deg C)"
"542","JRA","JRA.J35","07/23/2020","09:50 AM",0.3,1,"WaterQuality","CO.4","340",NA,NA,"Conductivity (uS/cm)"
"543","JRA","JRA.J35","07/23/2020","09:50 AM",0.3,1,"WaterQuality","ECOLI.1","100",NA,NA,"Coliscan CFU/100mL)"
"544","JRA","JRA.J35","07/23/2020","09:50 AM",0.3,1,"WaterQuality","WC.6","1.15",NA,NA,"Turbidity (NTU)"
"545","JRA","JRA.J35","07/23/2020","09:50 AM",0.3,1,"WaterQuality","WT.2","30.4",NA,NA,"Water Temp (deg C)"
"546","JRA","JRA.J35","07/23/2020","09:50 AM",0.3,NA,"Comments","COMMENTS","Overcast and humid. Kids Summer camp on the river. Water is up 1 foot from yesterday's sample point.",NA,NA,"Comments (open text)"
"547","JRA","JRA.J35","08/13/2020","11:25 AM",0.3,1,"WaterQuality","AT.2","26.2",NA,NA,"Air Temp (deg C)"
"548","JRA","JRA.J35","08/13/2020","11:25 AM",0.3,1,"WaterQuality","CO.4","240",NA,NA,"Conductivity (uS/cm)"
"549","JRA","JRA.J35","08/13/2020","11:25 AM",0.3,1,"WaterQuality","ECOLI.1","100",NA,NA,"Coliscan CFU/100mL)"
"550","JRA","JRA.J35","08/13/2020","11:25 AM",0.3,1,"WaterQuality","WC.6","3.21",NA,NA,"Turbidity (NTU)"
"551","JRA","JRA.J35","08/13/2020","11:25 AM",0.3,1,"WaterQuality","WT.2","27.5",NA,NA,"Water Temp (deg C)"
"552","JRA","JRA.J35","08/13/2020","11:25 AM",0.3,NA,"Comments","COMMENTS","Storms with heavy rain overnight and early morning.  Temperatures in the 80's.  Sample collected during break in weather; kayakers and tubers on the river.",NA,NA,"Comments (open text)"
"553","JRA","JRA.M05","07/23/2020","10:25 AM",0.3,1,"WaterQuality","AT.2","25.4",NA,NA,"Air Temp (deg C)"
"554","JRA","JRA.M05","07/23/2020","10:25 AM",0.3,1,"WaterQuality","CO.4","310",NA,NA,"Conductivity (uS/cm)"
"555","JRA","JRA.M05","07/23/2020","10:25 AM",0.3,1,"WaterQuality","ECOLI.1","334",NA,NA,"Coliscan CFU/100mL)"
"556","JRA","JRA.M05","07/23/2020","10:25 AM",0.3,1,"WaterQuality","WC.6","4.91",NA,NA,"Turbidity (NTU)"
"557","JRA","JRA.M05","07/23/2020","10:25 AM",0.3,1,"WaterQuality","WT.2","26.4",NA,NA,"Water Temp (deg C)"
"558","JRA","JRA.M05","07/23/2020","10:25 AM",0.3,NA,"Comments","COMMENTS","After a hard rain the day before.",NA,NA,"Comments (open text)"
"559","JRA","JRA.J08","06/25/2020","11:28 AM",0.3,1,"WaterQuality","AT.2","25.7",NA,NA,"Air Temp (deg C)"
